"","row","column","cor","p"
"63","Type I interferon signaling.NSB","Type I interferon signaling.PAX",0.641987727487706,7.47463964068107e-05
"64","Type II interferon signaling.NSB","Type I interferon signaling.PAX",0.461673009017404,0.0078176632003002
"65","Type III interferon signaling.NSB","Type I interferon signaling.PAX",0.28501019585097,0.113852968154298
"66","TNF signaling.NSB","Type I interferon signaling.PAX",0.259083621057721,0.152180827647284
"67","Toll-like receptor signaling.NSB","Type I interferon signaling.PAX",0.187656853186228,0.303721323383203
"68","Nod-like receptor signaling.NSB","Type I interferon signaling.PAX",0.316935965266056,0.077158958222854
"69","Chemokine signaling.NSB","Type I interferon signaling.PAX",0.25573969353412,0.157730952531733
"70","RNA sensing.NSB","Type I interferon signaling.PAX",0.521276259150558,0.00221839721511108
"71","Phagocytosis.NSB","Type I interferon signaling.PAX",0.201743019246981,0.268181962068427
"72","Myeloid inflammation.NSB","Type I interferon signaling.PAX",0.231772696474356,0.2018121693724
"73","Myeloid activation.NSB","Type I interferon signaling.PAX",0.136873316839153,0.455067431447902
"74","Inflammasomes.NSB","Type I interferon signaling.PAX",0.19693187992663,0.280001591033648
"75","Complement system.NSB","Type I interferon signaling.PAX",0.110600887364734,0.546765232238446
"76","Coagulation.NSB","Type I interferon signaling.PAX",0.0831628973504205,0.650902512681078
"77","Leukotriene/prostaglandin inflammation.NSB","Type I interferon signaling.PAX",0.0202904807467753,0.912231089008144
"78","Adaptive immune response.NSB","Type I interferon signaling.PAX",0.2241367178384,0.217490938837499
"79","MHC class I presentation.NSB","Type I interferon signaling.PAX",0.388856330601566,0.0278372401403482
"80","MHC class II presentation.NSB","Type I interferon signaling.PAX",0.215770159734499,0.235601587714829
"81","TCR signaling.NSB","Type I interferon signaling.PAX",0.0814633390438496,0.657599528684801
"82","BCR signaling.NSB","Type I interferon signaling.PAX",0.131938411859941,0.471637077613024
"83","NF-kappaB signaling.NSB","Type I interferon signaling.PAX",0.12823040818877,0.484291736585534
"84","JAK-STAT signaling.NSB","Type I interferon signaling.PAX",0.261332246270994,0.148528850429062
"85","NK cell activity.NSB","Type I interferon signaling.PAX",0.0986034330556174,0.591333509036901
"86","Mononuclear cell migration.NSB","Type I interferon signaling.PAX",0.27968470969498,0.121066372344851
"87","Lymphocyte trafficking.NSB","Type I interferon signaling.PAX",0.121004185044188,0.50944624480516
"88","Immune memory.NSB","Type I interferon signaling.PAX",0.180737042502574,0.322218436515974
"89","Immune exhaustion.NSB","Type I interferon signaling.PAX",0.330967395293341,0.064273181984785
"90","Treg differentiation.NSB","Type I interferon signaling.PAX",0.127760011237043,0.485909490412698
"91","Innate immune cell activation.NSB","Type II interferon signaling.PAX",0.20903922957265,0.250886853898121
"92","Interferon response.NSB","Type II interferon signaling.PAX",0.402440117453434,0.0224016383465708
"93","Type I interferon signaling.NSB","Type II interferon signaling.PAX",0.58287502909983,0.00046397518683472
"94","Type II interferon signaling.NSB","Type II interferon signaling.PAX",0.43382890674815,0.0131133535235191
"95","Type III interferon signaling.NSB","Type II interferon signaling.PAX",0.327441959160214,0.0673397793472565
"96","TNF signaling.NSB","Type II interferon signaling.PAX",0.258137251415402,0.153737053459472
"97","Toll-like receptor signaling.NSB","Type II interferon signaling.PAX",0.203913844162234,0.262956988152819
"98","Nod-like receptor signaling.NSB","Type II interferon signaling.PAX",0.317668591048329,0.0764402384969549
"99","Chemokine signaling.NSB","Type II interferon signaling.PAX",0.239824112428356,0.186146428441139
"100","RNA sensing.NSB","Type II interferon signaling.PAX",0.497979118753488,0.00372755343573017
"101","Phagocytosis.NSB","Type II interferon signaling.PAX",0.195977540594966,0.282385434914584
"102","Myeloid inflammation.NSB","Type II interferon signaling.PAX",0.210224445036375,0.248148833080083
"103","Myeloid activation.NSB","Type II interferon signaling.PAX",0.136415016830988,0.456593004537896
"104","Inflammasomes.NSB","Type II interferon signaling.PAX",0.215348761583078,0.236539759164041
"105","Complement system.NSB","Type II interferon signaling.PAX",0.107287548609729,0.558914455578126
"106","Coagulation.NSB","Type II interferon signaling.PAX",0.095028330393381,0.604913708309602
"107","Leukotriene/prostaglandin inflammation.NSB","Type II interferon signaling.PAX",0.0405098235416559,0.8257690847925
"108","Adaptive immune response.NSB","Type II interferon signaling.PAX",0.218239866571739,0.230153457901728
"109","MHC class I presentation.NSB","Type II interferon signaling.PAX",0.371042823385644,0.036553508633661
"110","MHC class II presentation.NSB","Type II interferon signaling.PAX",0.188752831416683,0.300854420522018
"111","TCR signaling.NSB","Type II interferon signaling.PAX",0.0866000475765398,0.637440474181014
"112","BCR signaling.NSB","Type II interferon signaling.PAX",0.138991976338627,0.448050441814904
"113","NF-kappaB signaling.NSB","Type II interferon signaling.PAX",0.152153689811535,0.40579097286103
"114","JAK-STAT signaling.NSB","Type II interferon signaling.PAX",0.25512032356919,0.15877472305146
"115","NK cell activity.NSB","Type II interferon signaling.PAX",0.093300046292035,0.611525877488843
"116","Mononuclear cell migration.NSB","Type II interferon signaling.PAX",0.254581384743769,0.159686978143211
"117","Lymphocyte trafficking.NSB","Type II interferon signaling.PAX",0.105422093997698,0.565808901401506
"118","Immune memory.NSB","Type II interferon signaling.PAX",0.191038775352985,0.294930010002538
"119","Immune exhaustion.NSB","Type II interferon signaling.PAX",0.305572328812222,0.0889885931692507
"120","Treg differentiation.NSB","Type II interferon signaling.PAX",0.145099081211385,0.428153978238556
"121","Innate immune cell activation.NSB","Type III interferon signaling.PAX",0.196034141441837,0.282243688563963
"122","Interferon response.NSB","Type III interferon signaling.PAX",0.337943732199566,0.0585279275325763
"123","Type I interferon signaling.NSB","Type III interferon signaling.PAX",0.476217634372879,0.00586565421738916
"124","Type II interferon signaling.NSB","Type III interferon signaling.PAX",0.3690721303865,0.0376400951595026
"125","Type III interferon signaling.NSB","Type III interferon signaling.PAX",0.304792344546001,0.0898487094746268
"126","TNF signaling.NSB","Type III interferon signaling.PAX",0.164077419100236,0.369539050625992
"127","Toll-like receptor signaling.NSB","Type III interferon signaling.PAX",0.158183654717434,0.387212670528201
"128","Nod-like receptor signaling.NSB","Type III interferon signaling.PAX",0.240485978542245,0.184897705521406
"129","Chemokine signaling.NSB","Type III interferon signaling.PAX",0.186536982314176,0.306668454211354
"130","RNA sensing.NSB","Type III interferon signaling.PAX",0.412622759148537,0.0189284077321616
"131","Phagocytosis.NSB","Type III interferon signaling.PAX",0.133434395209274,0.466581041472246
"132","Myeloid inflammation.NSB","Type III interferon signaling.PAX",0.225770218521993,0.214069054928194
"133","Myeloid activation.NSB","Type III interferon signaling.PAX",0.109371721295041,0.551257779055181
"134","Inflammasomes.NSB","Type III interferon signaling.PAX",0.208902481225629,0.251204044823445
"135","Complement system.NSB","Type III interferon signaling.PAX",0.100472361822137,0.584287671022191
"136","Coagulation.NSB","Type III interferon signaling.PAX",0.0953976009782671,0.60350488629597
"137","Leukotriene/prostaglandin inflammation.NSB","Type III interferon signaling.PAX",0.0302383554350944,0.869506186545542
"138","Adaptive immune response.NSB","Type III interferon signaling.PAX",0.244953238847113,0.176623080612226
"139","MHC class I presentation.NSB","Type III interferon signaling.PAX",0.299378725078328,0.0959945357469363
"140","MHC class II presentation.NSB","Type III interferon signaling.PAX",0.245802779208915,0.175079619788761
"141","TCR signaling.NSB","Type III interferon signaling.PAX",0.229711139799348,0.205965776449657
"142","BCR signaling.NSB","Type III interferon signaling.PAX",0.252202351597456,0.163758899413933
"143","NF-kappaB signaling.NSB","Type III interferon signaling.PAX",0.198079788916242,0.277151471753456
"144","JAK-STAT signaling.NSB","Type III interferon signaling.PAX",0.275217089821955,0.127374978098175
"145","NK cell activity.NSB","Type III interferon signaling.PAX",0.246327213242691,0.174131599450768
"146","Mononuclear cell migration.NSB","Type III interferon signaling.PAX",0.190567330141101,0.296145725394249
"147","Lymphocyte trafficking.NSB","Type III interferon signaling.PAX",0.20338295490516,0.264228584267145
"148","Immune memory.NSB","Type III interferon signaling.PAX",0.320311655606122,0.0738903157051347
"149","Immune exhaustion.NSB","Type III interferon signaling.PAX",0.354366990209334,0.046595958801648
"150","Treg differentiation.NSB","Type III interferon signaling.PAX",0.275271490779084,0.127296729017368
"151","Innate immune cell activation.NSB","TNF signaling.PAX",0.0670979850967832,0.715205555349003
"152","Interferon response.NSB","TNF signaling.PAX",0.232480548628208,0.200399455356316
"153","Type I interferon signaling.NSB","TNF signaling.PAX",0.383785662921279,0.0301242752206465
"154","Type II interferon signaling.NSB","TNF signaling.PAX",0.252845853801503,0.162650239257082
"155","Type III interferon signaling.NSB","TNF signaling.PAX",0.310447040506573,0.0837549057267792
"156","TNF signaling.NSB","TNF signaling.PAX",0.139812425434677,0.445348875073636
"157","Toll-like receptor signaling.NSB","TNF signaling.PAX",0.13869036639278,0.449045796170388
"158","Nod-like receptor signaling.NSB","TNF signaling.PAX",0.173157465705437,0.343261441220777
"159","Chemokine signaling.NSB","TNF signaling.PAX",0.054225385515469,0.768178873767916
"160","RNA sensing.NSB","TNF signaling.PAX",0.334134385787765,0.0616126454915817
"161","Phagocytosis.NSB","TNF signaling.PAX",0.0515055219470325,0.779513563134587
"162","Myeloid inflammation.NSB","TNF signaling.PAX",0.0815383174193863,0.657303525068096
"163","Myeloid activation.NSB","TNF signaling.PAX",0.031865086314717,0.862550639372416
"164","Inflammasomes.NSB","TNF signaling.PAX",0.0842709818339831,0.64655048274796
"165","Complement system.NSB","TNF signaling.PAX",0.0284504589610532,0.87716189183324
"166","Coagulation.NSB","TNF signaling.PAX",0.00241086813734717,0.989551741353099
"167","Leukotriene/prostaglandin inflammation.NSB","TNF signaling.PAX",0.0575941311365687,0.754205234481906
"168","Adaptive immune response.NSB","TNF signaling.PAX",0.0618507848905831,0.736657662696282
"169","MHC class I presentation.NSB","TNF signaling.PAX",0.241368374900134,0.183242078374697
"170","MHC class II presentation.NSB","TNF signaling.PAX",0.000793491712916921,0.996561069833287
"171","TCR signaling.NSB","TNF signaling.PAX",-0.0936640753728461,0.610130630223406
"172","BCR signaling.NSB","TNF signaling.PAX",0.0393957534765579,0.830490597238189
"173","NF-kappaB signaling.NSB","TNF signaling.PAX",0.0119994958778554,0.948029908337621
"174","JAK-STAT signaling.NSB","TNF signaling.PAX",0.0988789688249152,0.590292416854481
"175","NK cell activity.NSB","TNF signaling.PAX",-0.0801297237997677,0.662872924747348
"176","Mononuclear cell migration.NSB","TNF signaling.PAX",0.115197612783665,0.530118586323758
"177","Lymphocyte trafficking.NSB","TNF signaling.PAX",-0.0627880530468086,0.732810980639247
"178","Immune memory.NSB","TNF signaling.PAX",0.0626018433843337,0.733574708207826
"179","Immune exhaustion.NSB","TNF signaling.PAX",0.106705750593078,0.561060535439298
"180","Treg differentiation.NSB","TNF signaling.PAX",0.0227739050908243,0.901537820564666
"181","Innate immune cell activation.NSB","Toll-like receptor signaling.PAX",0.0877038028514321,0.633141182239598
"182","Interferon response.NSB","Toll-like receptor signaling.PAX",0.193970168244108,0.287442140591299
"183","Type I interferon signaling.NSB","Toll-like receptor signaling.PAX",0.256609225727703,0.156273941365291
"184","Type II interferon signaling.NSB","Toll-like receptor signaling.PAX",0.190945540082142,0.29517018364315
"185","Type III interferon signaling.NSB","Toll-like receptor signaling.PAX",0.3670407161184,0.0387872989106492
"186","TNF signaling.NSB","Toll-like receptor signaling.PAX",0.111416117666786,0.543795124661644
"187","Toll-like receptor signaling.NSB","Toll-like receptor signaling.PAX",0.175001568927394,0.338066655886001
"188","Nod-like receptor signaling.NSB","Toll-like receptor signaling.PAX",0.158283373883356,0.386909637834989
"189","Chemokine signaling.NSB","Toll-like receptor signaling.PAX",0.0436556184503225,0.812469726711938
"190","RNA sensing.NSB","Toll-like receptor signaling.PAX",0.269256320170032,0.136165579037911
"191","Phagocytosis.NSB","Toll-like receptor signaling.PAX",0.075536937198316,0.681154090393002
"192","Myeloid inflammation.NSB","Toll-like receptor signaling.PAX",0.105767016235524,0.564531204186788
"193","Myeloid activation.NSB","Toll-like receptor signaling.PAX",0.0814787837573852,0.657538551054455
"194","Inflammasomes.NSB","Toll-like receptor signaling.PAX",0.0673283665855755,0.714268425150144
"195","Complement system.NSB","Toll-like receptor signaling.PAX",0.0671187199251194,0.715121194912795
"196","Coagulation.NSB","Toll-like receptor signaling.PAX",0.0534949114082397,0.771218521513586
"197","Leukotriene/prostaglandin inflammation.NSB","Toll-like receptor signaling.PAX",0.0946800994566387,0.6062435413955
"198","Adaptive immune response.NSB","Toll-like receptor signaling.PAX",0.077440346730253,0.673555437334942
"199","MHC class I presentation.NSB","Toll-like receptor signaling.PAX",0.218017847984825,0.230639718864923
"200","MHC class II presentation.NSB","Toll-like receptor signaling.PAX",0.0381744937242544,0.835673062819824
"201","TCR signaling.NSB","Toll-like receptor signaling.PAX",-0.0492814429264491,0.788815426917478
"202","BCR signaling.NSB","Toll-like receptor signaling.PAX",0.0890992455682337,0.627722524713767
"203","NF-kappaB signaling.NSB","Toll-like receptor signaling.PAX",0.0299954846440954,0.870545484676045
"204","JAK-STAT signaling.NSB","Toll-like receptor signaling.PAX",0.0938935276674365,0.609251877488403
"205","NK cell activity.NSB","Toll-like receptor signaling.PAX",-0.0316567774155172,0.863440769661275
"206","Mononuclear cell migration.NSB","Toll-like receptor signaling.PAX",0.104557464977625,0.56901752929595
"207","Lymphocyte trafficking.NSB","Toll-like receptor signaling.PAX",-0.00349234750187004,0.98486525979909
"208","Immune memory.NSB","Toll-like receptor signaling.PAX",0.0991811681174886,0.589151500379465
"209","Immune exhaustion.NSB","Toll-like receptor signaling.PAX",0.0766313529374118,0.676781234306615
"210","Treg differentiation.NSB","Toll-like receptor signaling.PAX",0.0578086887807126,0.753317774145547
"211","Innate immune cell activation.NSB","Nod-like receptor signaling.PAX",0.0816176281904469,0.656990473301708
"212","Interferon response.NSB","Nod-like receptor signaling.PAX",0.272869675047555,0.130785366271836
"213","Type I interferon signaling.NSB","Nod-like receptor signaling.PAX",0.449834202528043,0.00979044599824164
"214","Type II interferon signaling.NSB","Nod-like receptor signaling.PAX",0.304818031766241,0.0898202825348933
"215","Type III interferon signaling.NSB","Nod-like receptor signaling.PAX",0.338542277726537,0.0580545046692658
"216","TNF signaling.NSB","Nod-like receptor signaling.PAX",0.137546374799532,0.452831926336295
"217","Toll-like receptor signaling.NSB","Nod-like receptor signaling.PAX",0.132504027115142,0.46972208241129
"218","Nod-like receptor signaling.NSB","Nod-like receptor signaling.PAX",0.200850747092813,0.270349066455499
"219","Chemokine signaling.NSB","Nod-like receptor signaling.PAX",0.0846644319775417,0.645007944413223
"220","RNA sensing.NSB","Nod-like receptor signaling.PAX",0.387279742199814,0.0285325852583211
"221","Phagocytosis.NSB","Nod-like receptor signaling.PAX",0.0651213235190833,0.72326270563572
"222","Myeloid inflammation.NSB","Nod-like receptor signaling.PAX",0.092381332134398,0.615053061988283
"223","Myeloid activation.NSB","Nod-like receptor signaling.PAX",0.0291987737269338,0.873956268777276
"224","Inflammasomes.NSB","Nod-like receptor signaling.PAX",0.0806491558711246,0.660817077662057
"225","Complement system.NSB","Nod-like receptor signaling.PAX",0.0253954228916165,0.890268345406309
"226","Coagulation.NSB","Nod-like receptor signaling.PAX",-0.00472497796837763,0.979524393259507
"227","Leukotriene/prostaglandin inflammation.NSB","Nod-like receptor signaling.PAX",0.00683691821318259,0.970375713867852
"228","Adaptive immune response.NSB","Nod-like receptor signaling.PAX",0.0900617902943977,0.623995905750709
"229","MHC class I presentation.NSB","Nod-like receptor signaling.PAX",0.266318799473103,0.14065756272553
"230","MHC class II presentation.NSB","Nod-like receptor signaling.PAX",0.0620603392626012,0.735797074201485
"231","TCR signaling.NSB","Nod-like receptor signaling.PAX",-0.0379927965792244,0.836444686473631
"232","BCR signaling.NSB","Nod-like receptor signaling.PAX",0.0602438320290683,0.743267375941516
"233","NF-kappaB signaling.NSB","Nod-like receptor signaling.PAX",0.0239023879034331,0.896684220442304
"234","JAK-STAT signaling.NSB","Nod-like receptor signaling.PAX",0.122310916614555,0.504849966934423
"235","NK cell activity.NSB","Nod-like receptor signaling.PAX",-0.0370005454355485,0.840661153363899
"236","Mononuclear cell migration.NSB","Nod-like receptor signaling.PAX",0.126457236824861,0.490404334315359
"237","Lymphocyte trafficking.NSB","Nod-like receptor signaling.PAX",-0.0166212141547565,0.928057534518309
"238","Immune memory.NSB","Nod-like receptor signaling.PAX",0.108829081776071,0.553246566240357
"239","Immune exhaustion.NSB","Nod-like receptor signaling.PAX",0.171788028211002,0.3471502368717
"240","Treg differentiation.NSB","Nod-like receptor signaling.PAX",0.0451945879039459,0.80598189506708
"241","Innate immune cell activation.NSB","Chemokine signaling.PAX",-0.0973967651562769,0.595902219203215
"242","Interferon response.NSB","Chemokine signaling.PAX",0.00446310490059789,0.980658998316708
"243","Type I interferon signaling.NSB","Chemokine signaling.PAX",0.105651462705801,0.564959102922192
"244","Type II interferon signaling.NSB","Chemokine signaling.PAX",0.0077578110918377,0.966387603776592
"245","Type III interferon signaling.NSB","Chemokine signaling.PAX",0.13737818943845,0.453389987526374
"246","TNF signaling.NSB","Chemokine signaling.PAX",-0.0481589473924829,0.793521048237349
"247","Toll-like receptor signaling.NSB","Chemokine signaling.PAX",-0.0539386984060092,0.76937143518549
"248","Nod-like receptor signaling.NSB","Chemokine signaling.PAX",0.00234466165830642,0.989838653114469
"249","Chemokine signaling.NSB","Chemokine signaling.PAX",-0.0946937584159413,0.606191356841718
"250","RNA sensing.NSB","Chemokine signaling.PAX",0.0774757454201765,0.67341441745394
"251","Phagocytosis.NSB","Chemokine signaling.PAX",-0.104354711905777,0.569771135413264
"252","Myeloid inflammation.NSB","Chemokine signaling.PAX",-0.110357378608239,0.547653877433586
"253","Myeloid activation.NSB","Chemokine signaling.PAX",-0.112780891020424,0.538839998098854
"254","Inflammasomes.NSB","Chemokine signaling.PAX",-0.0129062244113045,0.944108733882727
"255","Complement system.NSB","Chemokine signaling.PAX",-0.0688253611810585,0.708189064785013
"256","Coagulation.NSB","Chemokine signaling.PAX",-0.112689739563123,0.539170273931642
"257","Leukotriene/prostaglandin inflammation.NSB","Chemokine signaling.PAX",-0.00381554282879763,0.983464814728976
"258","Adaptive immune response.NSB","Chemokine signaling.PAX",-0.0759193806649946,0.679624831382222
"259","MHC class I presentation.NSB","Chemokine signaling.PAX",-0.0191944051980803,0.916955545447595
"260","MHC class II presentation.NSB","Chemokine signaling.PAX",-0.154818586354617,0.397518952905858
"261","TCR signaling.NSB","Chemokine signaling.PAX",-0.11144504700575,0.543689867268133
"262","BCR signaling.NSB","Chemokine signaling.PAX",-0.071218539690003,0.698506951119734
"263","NF-kappaB signaling.NSB","Chemokine signaling.PAX",-0.0848297729577021,0.644360149862091
"264","JAK-STAT signaling.NSB","Chemokine signaling.PAX",-0.0391855916462374,0.831381935549818
"265","NK cell activity.NSB","Chemokine signaling.PAX",-0.113304391716902,0.536945025113273
"266","Mononuclear cell migration.NSB","Chemokine signaling.PAX",-0.0724157748744199,0.693680582897983
"267","Lymphocyte trafficking.NSB","Chemokine signaling.PAX",-0.103661662954881,0.572350511484738
"268","Immune memory.NSB","Chemokine signaling.PAX",-0.0142428760053571,0.938330713370895
"269","Immune exhaustion.NSB","Chemokine signaling.PAX",-0.0798888550342567,0.66382707278985
"270","Treg differentiation.NSB","Chemokine signaling.PAX",-0.0450870962406142,0.8064346413939
"271","Innate immune cell activation.NSB","RNA sensing.PAX",0.214404661171359,0.238650726339981
"272","Interferon response.NSB","RNA sensing.PAX",0.408841143999944,0.0201620816465828
"273","Type I interferon signaling.NSB","RNA sensing.PAX",0.575852039627539,0.000563357016521326
"274","Type II interferon signaling.NSB","RNA sensing.PAX",0.436039904142931,0.0126045867555726
"275","Type III interferon signaling.NSB","RNA sensing.PAX",0.409148957778213,0.0200592377006061
"276","TNF signaling.NSB","RNA sensing.PAX",0.261507536060393,0.148246855808578
"277","Toll-like receptor signaling.NSB","RNA sensing.PAX",0.238510233857627,0.188642781431626
"278","Nod-like receptor signaling.NSB","RNA sensing.PAX",0.330810845754948,0.06440699353052
"279","Chemokine signaling.NSB","RNA sensing.PAX",0.225080423650938,0.215509525321953
"280","RNA sensing.NSB","RNA sensing.PAX",0.504525705227166,0.00323346521527035
"281","Phagocytosis.NSB","RNA sensing.PAX",0.210356770277975,0.247844378534176
"282","Myeloid inflammation.NSB","RNA sensing.PAX",0.21522517603897,0.236815376033071
"283","Myeloid activation.NSB","RNA sensing.PAX",0.15627003660655,0.393054455473923
"284","Inflammasomes.NSB","RNA sensing.PAX",0.192537376140879,0.291086675019869
"285","Complement system.NSB","RNA sensing.PAX",0.121667954622798,0.507108916514178
"286","Coagulation.NSB","RNA sensing.PAX",0.106309576972561,0.562524064490169
"287","Leukotriene/prostaglandin inflammation.NSB","RNA sensing.PAX",0.0508850774425117,0.782105523323948
"288","Adaptive immune response.NSB","RNA sensing.PAX",0.215161178101034,0.236958186984875
"289","MHC class I presentation.NSB","RNA sensing.PAX",0.395388377016256,0.0251023697423882
"290","MHC class II presentation.NSB","RNA sensing.PAX",0.190073464493095,0.297422664231338
"291","TCR signaling.NSB","RNA sensing.PAX",0.0658963815085052,0.720099934852102
"292","BCR signaling.NSB","RNA sensing.PAX",0.145981393090615,0.425320422934527
"293","NF-kappaB signaling.NSB","RNA sensing.PAX",0.129874081507298,0.478660769853729
"294","JAK-STAT signaling.NSB","RNA sensing.PAX",0.241071214627983,0.183798467474598
"295","NK cell activity.NSB","RNA sensing.PAX",0.0719274379312665,0.69564778582648
"296","Mononuclear cell migration.NSB","RNA sensing.PAX",0.268058732843248,0.137984035813045
"297","Lymphocyte trafficking.NSB","RNA sensing.PAX",0.100379869436649,0.584635492503494
"298","Immune memory.NSB","RNA sensing.PAX",0.188106301002621,0.302543563819228
"299","Immune exhaustion.NSB","RNA sensing.PAX",0.277841180642352,0.123640840292257
"300","Treg differentiation.NSB","RNA sensing.PAX",0.135159164187962,0.460787386635946
"301","Innate immune cell activation.NSB","Phagocytosis.PAX",-0.0466610967341537,0.799811298776092
"302","Interferon response.NSB","Phagocytosis.PAX",0.185891373635056,0.308375624326105
"303","Type I interferon signaling.NSB","Phagocytosis.PAX",0.400823138497813,0.0229987123844051
